siruta,primar,jud_code,jud_name,jud_lbl,uat_name,uat_lbl,id_partid,partid,abv_partid,id_partid_principal,nume_partid_principal,abv_partid_principal,colsen,coldep
127750,UDREA TUDOR                                       ,OT,JUDEȚUL OLT,OLT,Obârșia,OBÂRȘIA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,5
151683,MOHANU NICOLAE                                    ,TR,JUDEȚUL TELEORMAN,TELEORMAN,Municipiul Turnu Magurele,TURNU MAGURELE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,1
151736,GEARĂ ION GHEORGHE CĂTĂLIN                        ,TR,JUDEȚUL TELEORMAN,TELEORMAN,Islaz,ISLAZ,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,1
152252,NEAGU DUMITRU                                     ,TR,JUDEȚUL TELEORMAN,TELEORMAN,Brânceni,BRÂNCENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
153106,BEȘU FLOREA                                       ,TR,JUDEȚUL TELEORMAN,TELEORMAN,Izvoarele,IZVOARELE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
153507,BUDICĂ GHEORGHE                                   ,TR,JUDEȚUL TELEORMAN,TELEORMAN,Orbeasca,ORBEASCA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,4
153543,OLTEANU IONEL                                     ,TR,JUDEȚUL TELEORMAN,TELEORMAN,Peretu,PERETU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,6
103238,CĂRĂPĂNCEANU CONSTANTIN                           ,GR,JUDEȚUL GIURGIU,GIURGIU,Ghimpați,GHIMPAȚI,31,PARTIDUL NAȚIONAL LIBERAL,PNL,31,PARTIDUL NAȚIONAL LIBERAL,PNL,2,4
103309,DAIA A. T. DĂNUȚ                                  ,GR,JUDEȚUL GIURGIU,GIURGIU,Gogoșari,GOGOȘARI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
103899,STANCIU A. ALIN-BANICA                            ,GR,JUDEȚUL GIURGIU,GIURGIU,Izvoarele,IZVOARELE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
104715,BREAZU GHEORGHE                                   ,GR,JUDEȚUL GIURGIU,GIURGIU,Putineiu,PUTINEIU,24,MIȘCAREA PENTRU NOUL GIURGIU,MPNG,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
104788,SPĂLATU COSTEL                                    ,GR,JUDEȚUL GIURGIU,GIURGIU,Răsuceni,RĂSUCENI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,2,4
104975,PAȘOL IONEL                                       ,GR,JUDEȚUL GIURGIU,GIURGIU,Schitu,SCHITU,56,PARTIDUL CONSERVATOR,PC,56,PARTIDUL CONSERVATOR,PC,2,4
105295,ȘIU SILVIAN                                       ,GR,JUDEȚUL GIURGIU,GIURGIU,Stănești,STĂNEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
135618,TĂBĂRAȘ  VASILE                                   ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Ștefești,ȘTEFEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,4
135654,NEAGOE  CRISTIAN                                  ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Talea,TALEA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,1
135789,ILIE  GHEORGHE                                    ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Telega,TELEGA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,3
136107,MANEA  ION                                        ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Valea Doftanei,VALEA DOFTANEI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,2
136198,MANOLE ADRIAN                                     ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Vâlcănești,VÂLCĂNEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,4
179711,CALIN MARIN                                       ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Vlădeni,VLĂDENI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,5
14673,LEAU VASILE                                       ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Boteni,BOTENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
13392,BĂRBUCEANU MIHAIL-DORIN                           ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Oraș Ștefănești,ȘTEFĂNEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,6
13668,BAICEA ION                                        ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Oraș Costești,COSTEȘTI,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,4
13757,BOȚÂRCĂ GHEORGHIȚĂ                                ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Oraș Topoloveni,TOPOLOVENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
13935,DUMITRU ION                                       ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Albota,ALBOTA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,7
17824,BÎLEA CONSTANTIN                                  ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Oarja,OARJA,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,9
15233,NĂSTASE FLORIAN-LIVIU                             ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Căteasca,CĂTEASCA,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,5
15554,DIACONU DUMITRU                                   ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Ciomăgești,CIOMĂGEȘTI,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,4
15652,ȚUCĂ GHEORGHE                                     ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Cocu,COCU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,4
16757,IBRIC MARIAN                                      ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Leordeni,LEORDENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
16944,DRĂGAN GHEORGHE                                   ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Lunca Corbului,LUNCA CORBULUI,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,4
17496,ENE FLOREA                                        ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Moșoaia,MOȘOAIA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,7
18331,MATEI GHEORGHE                                    ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Rătești,RĂTEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
18475,BĂLĂȘOIU AUREL                                    ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Rociu,ROCIU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
19212,DUMITRU FLORIN                                    ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Teiu,TEIU,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,5
18581,MICU LAURENȚIU IONUȚ                              ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Săpata,SĂPATA,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,UNPR,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,UNPR,3,4
19007,RADU DORU                                         ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Suseni,SUSENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
19793,DOCHINOIU NICULAIE                                ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Vedea,VEDEA,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,4
131256,TISEANU  HORIA LAURENȚIU                          ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Municipiul Câmpina,CÂMPINA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,2
65752,ANDREI M. LUCIAN DANIEL                           ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Petrești,PETREȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,8
66580,MANDA I. MARIN                                    ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Cobia,COBIA,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,3
67675,CHIRITA ADRIAN IONEL                              ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Hulubești,HULUBEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,3
67167,GIURESCU DUMITRU                                  ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Crângurile,CRÂNGURILE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,3
67327,VOINESCU I. MARIN                                 ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Dragodana,DRAGODANA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,8
68128,CIOBANU IOAN                                      ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Mogoșani,MOGOȘANI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,8
69170,MIU ION CONSTANTIN                                ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Valea Mare,VALEA MARE,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,3
65379,MARICESCU CONSTANTIN                              ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Aninoasa,ANINOASA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
66223,ALEXE MARIAN                                      ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Bărbulețu,BĂRBULEȚU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
125757,GEALAPU VERGIL                                    ,OT,JUDEȚUL OLT,OLT,Bărăști,BĂRĂȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,2
65841,DINU CONSTANTIN                                   ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Municipiul Moreni,MORENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,5
127411,NEGREANU ION                                      ,OT,JUDEȚUL OLT,OLT,Leleasca,LELEASCA,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,2
17209,VOICU DUMITRU                                     ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Micești,MICEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,6
128301,BĂRĂSCU IULIAN                                    ,OT,JUDEȚUL OLT,OLT,Poboru,POBORU,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,2
128962,ȘĂRPĂU DĂNUȚ                                      ,OT,JUDEȚUL OLT,OLT,Spineni,SPINENI,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,UNPR,63,UNIUNEA NAȚIONALĂ PENTRU PROGRESUL ROMÂNIEI,UNPR,1,2
129317,ISTRATE LUCIIAN                                   ,OT,JUDEȚUL OLT,OLT,Tătulești,TĂTULEȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,2
131274,MOLDOVEANU  IOAN-ALIN                             ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Poiana Câmpina,POIANA CÂMPINA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,2
17254,MATEI GHEORGHE                                    ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Mihăești,MIHĂEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
67737,NĂSTASE N. ADRIAN                                 ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,I. L. Caragiale,I. L. CARAGIALE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,5
68280,BĂRBOIU LUISA MARIOARA                            ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Nucet,NUCET,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,7
68048,NAIE RADU                                         ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Mătăsaru,MĂTĂSARU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,8
135164,NEACȘU  MIHAI                                     ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Scorțeni,SCORȚENI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,3
68324,CISMARU VIOREL                                    ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Ocnița,OCNIȚA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,5
133330,DAVID  EUGEN EDUARD                               ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Florești,FLOREȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,3
179935,BUNEA MARIAN                                      ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Perșinari,PERȘINARI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,3
135547,DAVIDESCU DANIEL BOGDAN                           ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Șotrile,ȘOTRILE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
67121,TOMA MATEI                                        ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Costeștii Din Vale,COSTEȘTII DIN VALE,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,7
13276,FRĂTICĂ-DRAGOMIR TUDOR-FLORIN                     ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Bradu,BRADU,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,9
13169,PENDIUC TUDOR                                     ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Municipiul Pitești,PITEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,4,7,8,9
65707,IOSIF I MARIAN                                    ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Gura Foii,GURA FOII,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,3
67773,MOCĂNESCU GHEORGHE                                ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Lucieni,LUCIENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,3
126905,POPESCU V CONSTANTIN                              ,OT,JUDEȚUL OLT,OLT,Făgețelu,FĂGEȚELU,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,2
65431,NĂSTASE CONSTANTIN                                ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Răzvad,RĂZVAD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,2
65921,BĂDĂU DĂNUȚ                                       ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Oraș Pucioasa,PUCIOASA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
66438,PAVEL ION                                         ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Buciumeni,BUCIUMENI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,1
66474,NIȚĂ CONSTANTIN                                   ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Bucșani,BUCȘANI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,5
66697,GHEORGHE VICTOR                                   ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Cojasca,COJASCA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,6
66731,BĂTRÂNU ION                                       ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Comișani,COMIȘANI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
17968,BANZEA ION                                        ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Poienarii De Muscel,POIENARII DE MUSCEL,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
65501,VĂRZARU NICOLAE                                   ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Ulmi,ULMI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
66768,ALEXANDRU MARIAN NICOLAE                          ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Conțești,CONȚEȘTI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
67292,NICA GHEORGHE                                     ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Dobra,DOBRA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
67470,OPREA FLORENTIN                                   ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Finta,FINTA,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
104387,SOARE DORINEL                                     ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Niculești,NICULEȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,6
130892,DRĂGAN  NICOLAE                                   ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Târgșoru Vechi,TÂRGȘORU VECHI,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,9
132716,ALEXANDRU  DANIEL                                 ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Cocorăștii Mislii,COCORĂȘTII MISLII,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,3
133795,DINULESCU MARGARETA                               ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Izvoarele,IZVOARELE,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,5
136241,BARDAȘ  DORU                                      ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Cocorăștii Colț,COCORĂȘTII COLȚ,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,4,9
66081,NICULAE TRAIAN                                    ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Oraș Titu,TITU,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,3,7
135431,SANDU  VALERICĂ                                   ,PH,JUDEȚUL PRAHOVA,PRAHOVA,Șirna,ȘIRNA,57,PARTIDUL POPORULUI - DAN DIACONESCU,PP-DD,57,PARTIDUL POPORULUI - DAN DIACONESCU,PP-DD,4,9
66401,EFTIMIE SIMION                                    ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Bilciurești,BILCIUREȘTI,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,3,6
66955,RĂDULESCU FLOAREA                                 ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Cornățelu,CORNĂȚELU,15,PARTIDUL DEMOCRAT LIBERAL,PDL,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,6
19249,SLĂTINEANU DUMITRU DORU                           ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Tigveni,TIGVENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
13365,DASCĂLU NICOLAE LIVIU                             ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Mărăcineni,MĂRĂCINENI,57,PARTIDUL POPORULUI - DAN DIACONESCU,PP-DD,57,PARTIDUL POPORULUI - DAN DIACONESCU,PP-DD,2,6
15901,TUDOSE ELISAVETA                                  ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Coșești,COȘEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,6
13301,GEORGESCU ION                                     ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Oraș Mioveni,MIOVENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
15493,PANȚERU DORIN-FLORIN                              ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Ciofrângeni,CIOFRÂNGENI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,6
14851,ȘTEFAN ION                                        ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Budeasa,BUDEASA,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,6
16285,SANDU ION                                         ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Davidești,DAVIDEȘTI,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
19338,RIZEA FLORIAN                                     ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Țițești,ȚIȚEȘTI,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,2,3
13490,ANDREI CĂLIN-IOAN                                 ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Municipiul Câmpulung,CÂMPULUNG,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,1
13524,BONCOI ION                                        ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Valea Mare Pravăț,VALEA MARE PRAVĂȚ,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,2,3
15830,BACIU VIRGIL                                      ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Corbi,CORBI,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,2
13622,DIACONU NICOLAE                                   ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Municipiul Curtea De Argeș,CURTEA DE ARGEȘ,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
14726,STANCU GHEORGHE                                   ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Boțești,BOȚEȘTI,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,3,5
68404,DICU ION                                          ,DB,JUDEȚUL DÂMBOVIȚA,DÂMBOVIȚA,Pietroșița,PIETROȘIȚA,61,PARTIDUL SOCIAL DEMOCRAT,PSD,61,PARTIDUL SOCIAL DEMOCRAT,PSD,1,1
13819,SAVA VASILE                                       ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Albeștii De Argeș,ALBEȘTII DE ARGEȘ,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
13891,NĂFTĂNĂILĂ ION                                    ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Albeștii De Muscel,ALBEȘTII DE MUSCEL,17,ALIANȚA PENTRU ARGEȘ ȘI MUSCEL,PDL-PNTCD,15,PARTIDUL DEMOCRAT LIBERAL,PDL,1,1
14753,ALECU EVLAMPIE                                    ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Brăduleț,BRĂDULEȚ,62,UNIUNEA SOCIAL LIBERALĂ,USL,62,UNIUNEA SOCIAL LIBERALĂ,USL,1,2
13999,ȘTEFAN BENONIE                                    ,AG,JUDEȚUL ARGEȘ,ARGEȘ,Aninoasa,ANINOASA,57,PARTIDUL POPORULUI - DAN DIACONESCU,PP-DD,57,PARTIDUL POPORULUI - DAN DIACONESCU,PP-DD,1,2
